name,num_reviews,rating,text
Jess Lewis-Tatton,7,2,"Been a long time customer of Sky and since WFH it has been a trainwreck. For my work I have to pretty much sit on top of the wifi box (I live in a flat so not as if it’s going into different rooms/floors). I also could no longer get WiFi in my own bedroom. There were many hidden fees that weren’t disclosed and I ended up going into my overdraft since they overcharged us then made excuses for “installation fees” etc. I don’t think I’ve ever paid the price that they promised and that I signed up for. When we moved to another competitor provider, I cancelled well over a month in advance and they still charged me for broadband and claimed it was my fault for not cancelling the direct debit. Odd because they cancelled the TV payment just not broadband, now I have to wait two weeks for a refund. Customer service from Abdul was great and he was friendly! That’s why it’s 2 stars and not 1."
Scott Wojcik,58,1,Sky's FTTP is rubbish FTTC was way better as the ping to online servers on my FTTP is so high.  I phoned sky and they said it's within there parameters. Its FTTP for god sake it's meant to be far better than FTTC!
Michael,2,5,"I spoke with Steve (up in Scotland) about a home move. They was really professional, knowledgable and easy to speak with. It's nice to have some good customer service whilst we're all still adapting to forever changing circumstances."
steven darvill,2,1,Why can’t sky get my broadband working after 3 weeks.Everytime I contact customer services (usual waiting time 50 minutes)they give a different excuse everytime and give false promises.I’ve had enough now it’s time to go elsewhere and they won’t be getting paid any notice either.For a company so large they must have the worst customer services and engineers from any other company I know.Absolutely appalling but the worst thing is they don’t care
John Richard Challenger,23,1,"You record two programmes which are broadcast one after the other.  Lets say programme 1 is the snooker final and programme 2 a travel programme.  You record both programmes on the same channel.  When you decide to watch programme 2, it shows you the last 5 minutes of programme 1 and of course, the winner celebrating.  I have exhausted forums and there is no solution.  WHAT A JOKE.  I did not have this problem with BT.  Once my contract ends I will be going back to BT."
Lisa Scarrott,18,1,Very poor and very unfair I was supposed to have sky q engineer in my home today and he said cant come in the property now I saw amazon prime come in my neighbours flat and did work inside the property. Now why cant sky do that go inside disabled customer home which been completely disinfected cleaned and install sky q box and broadband it's a 10 min job I'm classed as disabled and top piroty I'm not tech savvy and old school I have paid to have sky q fitted and installed so why cant they do the job. My covid free and my flat is spacious and room for the engineer to come in and do his job no excuse for it I find it very strange that he can not install sky q in for me. I was only told yesterday that an engineer would come in my home and do the work it's just complete laziness and very unfair treatment for sky customers who are disabled like myself. They are making every excuse about covid sky come on people like myself are stuck behind 4 walls if they got engineer booked he she should come in and do the work like they are paid to do. Please dont make excuses about covid virus. If I can see virgin media being installed at my neighbours properties then surely sky can get engineers come out and install sky q box and sky broadband and hub your getting money sky. Please dont let customers like myself down
Paco Delgado,4,1,"After 17 years using sky it’s time to leave a total wasted time customer service is diabolical and the waiting time it’s unbelievable today along I benn over two hours trying to get somewhere with sky customer services, as soon as I can get virgin I cancel this sky wasted time"
S M S,9,5,I had a problem but resolved super fast Thankyou Kerri and chloe in customer services
AMANDA & ANDY,10,1,"Unfortunately for me Trust piolet do not do minus numbers and if they did they would not go as low as i would rate sky.Got my mom a cheap contract and 3 months later still over charging and refuse to do anything.Talk about a mulit-billion pound company that would rob an old lady, but at least the gaffers are sitting in there mansions with heating/food not thinking about money during lockdowni will never never ever use sky and recommend you think twice before you do as if i explained how i really feel it would not get this message posted."
Alan Browning,1,1,Appalling presentation of Transfer Day
Tonya Lyon,2,1,Appalling! Charging me extra for no reason and without any notice. I have been charged double today and made to pay someone else's bill on top of the extra charge!!!!
Jonathan,3,1,"Ordered broadband on Dec 29th and was told the earliest they could install was Feb 1st. That date came and no call, text or email. After our time slot had passed we eventually get a call to say there's been an 'issue' and they would need to re book us in........2 WEEKS LATER!!! They couldn't even tell us why as there was no notes on the system, so you cancel a job and you don't know why?? Terrible terrible service."
Al,7,1,"I just don't believe this happened this morning. After being a Sky customer for 20 years and 4 months (I checked with the call centre lady) I have completely changed my mind about Sky customer service. Basically I wanted to cancel my Sky TV subscription so I spoke to somebody in the call centre yesreday and was told that to cancel all my TV stuff would cost £112.99p. I knew I was under contract until October, but that was fine as it still saved me money.Agreed with my wife that's what we'd do and called back today to cancel. Was put through to 'cancellations department' who told me that I could cancel my Sky Sport but couldn't cancel the basic TV package until the contract had expired. The operative told me that she was sorry that I had been 'misinformed' by people who 'didn't have the authority over cancellations'. So is this a complete contradiction, is it a mistake, does one hand of Sky not know what the other is doing (and if not why not), or am I being victimised? I've been in business 40 years never known of a contract you can't buy-out.Or it is Sky running scare of the fact I've bought an Amazon firestick and clinging on to all the customers they can even at the cost of alienating 20 year loyal customers?They need to sort it out."
Fi M,8,1,"Sky App waste of space , can't sign in , they're saying I'm not connected to a network , I'm having to use my mobile data to use other Apps even though in setting it's saying I'm connected to network. In all infuriating 😡"
BOC,2,1,"The service from Sky is appalling.......don't use them, they are just taking your money and provide a terrible service"
Robert Waller,4,1,We have been with Sky for some time now. We have Sky Q in 4 rooms that none stop keep on freezing/crashing. We have tried phoning them up for some help. But we had an Indian guy on the phone that didn’t understand what we where saying and even put the phone down on us today. We have found that they don’t really care about you’re issues and just want to sell you packages that you don’t need in the pass phone calls. If you want a Sky box that keeps freezing on you. That you have to none stop keep on unplugging/replugging the box all the time. Can’t get hold of anyone for help!  -> GO FOR SKY! <-
John,1,1,Worst company of all. Feels like your getting scammed. Virgin media much better
Anne Dromeda,1,1,"Saw was Sky advertising a 'Sale' so phoned (16p per minute phone line) after along wait and they try to cut you off by saying 'is that all for you today' even though you haven't spoken to a person yet. Got through asked if there might be a cheaper package, told there were offers on my account, put through to someone else, he immediately set on about Broadband, I told him I wanted to know about TV packages, he said he would do the fiber Broadband bit first, I tried to explain to him we live down a lane our phone line comes to us on telegraph poles - we do not have fiber, he would not listen and huffed and puffed in irritation at my questioning him. He then set on about a Q Box I explained that we had been offered a Q Box, when the engineer came he said it would be no good for us we have an old house with thick walls, the engineer took the box away. I tried to explain this to the salesman but he just huffed and puffed and ignored what I was trying to tell him. Because after a bit of jiggery pokery I appeared to be saving £10 I agreed to be talked into this, I am aware that this all makes me sound like a silly old woman. I have spent the last three days trying to cancel Sky Broadband, the phone wait has been up to an hour - I've not hung on, emails promise they will respond within 24 hours, they don't. I'm tempted to cancel my subscription altogether, the customer service is so poor. The engineer is supposed to be coming tomorrow - I feel a little alarmed and very foolish at being so bamboozled, as my son said I should have hung up, when the huffing and puffing started because he did not want to listen to me just make a sale."
Ben,6,5,"Been with sky tv for around 2 years at my new home, recently upgraded to multi room skyQ and ultra fast broadband, service I received on the phone was excellent, very helpful very friendly, and found me some great deals to add to my package, for a reasonable price, saving me a lot compared to what Virgin were charging, and giving much more service, so moved fully to sky from Virgin, I get more for my Money and for less."
Joni Mistry,3,3,"Customer Service is poor, prices also high. May switch"
Paula Smith,1,1,"I have had sky Q boxes and they're just cutting off where I can not get back on them. I have been getting 1MG of internet for around 2 years, I have phoned and they've said "" there is a problem however we are sorting it"" and they haven't as they didn't get back to me, the internet is still the same & they're still charging me the same amount of money (£130 - £140 a month). My children are home schooling due to covid and no more than one computer can be used at a time as the internet is that slow leaving them behind on their work. I have 3 sky multi rooms and I can not use them again as they go off when they feel like it especially at night. I will be getting rid of sky now due to the very poor customer service & having to pay for something im not getting, even when I've been with sky for 10 years now. Disappointed!"
mark pearson,2,1,Have been trying to cancel our account for the last 4 days but still no luck have been waiting for the last two hours for an agent it now after 7pm so I'll probably be ignored again as it's getting near to closing time.Will be complaining to ofcom about these clowns 🤡
Iffy Shaikh,4,1,Absolutely rubbish company . If you want to join them they will answer your call straightaway but if you need help with anything then you have to wait up to two hours . I would give them no stars at ll if it had a option . RUBBISH COMPANY . AVOID AVOID AVOID .
Melanie Underwood,2,5,Have just spoken to a lovely girl - I'm an existing customer & wanted to upgrade my broadband - unfortunately fibre isn't available in my area at the moment but I will be upgrading to it as soon as it is - I've saved £28 per month just by making an enquiry call - I did manage to get a small upgrade on my current speed - I work from home and need quicker so will be more than happy to pay the extra when this is available - if this could happen asap I will be ever so grateful
Customer,2,1,"Shocking customer service .Problems with Internet, Passed from department to department speaking to advisers who i struggled to understand most of the time due to  their English . Was on the phone for  2 hours 40 minutes,  Despite being with sky for years, no customer loyalty.  Will definitely be moving to another company when contract ends ."
Stelios,2,1,"The worst call center ever.You have to wait many hours until you speak to human.Really bad experience, avoid if you can."
Dawn Collins,1,5,Had problems with my router connecting to the internet and my sky Q box not working the man on the phone from sky he was called James was excellent he stayed on the phone talked me through every step of the way until it connected cannot thank him enough.
SP,3,4,"I've just left Sky TV as I'm streaming more. It's worth saying though I spoke to 2 excellent reps. We have so many bad experiences with customer service but thanks to Andrew and Jack for being so friendly and professional. Because of them, I'll stay with Sky for phone and bb and upgrade it too. It's such a change to have really friendly staff and I hate ringing customer service. Cheers lads. These little things make a big difference. It also leaves the door open to return if I miss it. I only took off 1 star as the automated phone system asked for my password, didn't understand my accent and said ""thanks, was that all you needed"", oh dear!"
Song God,1,1,During an important price of work my phone wi fi dissconected
Tim MacLachlan,15,1,"Unreliable fibre connection for months!Been getting unreliable fibre server from Sky for 10 months now without any improvement - some days getting 20 outages a day, for a few mins at a time. This is so unacceptable when doing video conferencing and really embarrassing in front of colleagues and customers. Sky refuse to accept it's their fault and keep sending out engineers but the poor service continues. They want to charge £5 for a better router but I just want a basic reliable service for what I am paying for. They now ignore my complaints (as I keep complaining daily at them), and don't want to release me from the contract. I have to suffer another 6 months to the end of contract. I'm now launching a complaint to CEDR to get them to give Sky a kick up their backsides. I will NEVER use SKY again - I was a customer of theirs for over 10 years with Sky TV, but dropped that service, and now dropping them completely. They don't deserve any more of my money"
John,2,1,Cancelling my account after 15 years They just won’t pick up their phones 12 phone calls and can’t get anyone Moving to Virgin TVCan’t wait to see them go out of business
dee Freer,2,1,"If I could give no stars I would. They charged almost double this month as our package was due for renewal. When we called to discuss they offered us a worse package for more money!!! Sky is an absolute joke, appalling customer service, abusing majority market share. During times like these it’s disgusting, they know how much we need internet and entertainment so they abuse their customers and take advantage."
Jamie Wright,2,1,3 times I have emailed sky I have 2 sky boxes NO VIEWING CARD 😡😡😡 customer service disgrace
Phil Davis,30,1,Was persuade to get multiroom and the signal keeps dropping. All I need is a booster and have spent over an hour on three separate occasions with no success.
paul,7,1,Avoid these guys like a plague! There customer service is an absolute joke. They couldn’t make it harder to contact someone when you have a problem if they planned it! Be advised they just want to take the money and run!  Should be shut down
Dritan Lulaj,1,1,"Shameful business. Been with them for over 5 years now and when wanting to remain with them, they were happy to let me go, no offers, nothing from them. Loyalty customers is what a business flourishes from!! So I am leaving them on 2nd of march after my contract ends. They Don't know the meaning of the word loyalty. Money grabbing pigs! New customers be very aware, think twice. Talk Talk are currently doing great offers!! CHECK OUT TALK TALK"
Jas Dhaliwal,3,1,Left sky for another provider. Was told I would be posted an envelope so I could return my hub. Now I'm being told I'll be charged £50...
Pussios,1,1,sky broadband is so bad we just upgraded to a the top fast package and I've tested the WIFI it says its doing 45mbs but its really not its just saying it is please don't buy sky its overrated and pricy you're betting of getting Vodaphone or BT I would like to cancel the contract but you cant its basically a scam and this should be looked into more we have 5 people in the house even when everyone is out of the house except one person the Wi-Fi is still terrible it crashes every 10 seconds my son cant play his games without lagging i cant do my work because it crashes so people don't buy sky Wi-Fi please don't.
Joseph,2,1,"I have just been charged £101.50 by sky Mobile for a 57 min call I have NEVER made to the USA +1872-240-3212 on 01/01/2121 at 01:54. Never been to USA, number not in my contact list, been with them for many years but they still refuse to investigate this OBVIOUS fraud which has now shattered my family finances"
Jane Priceman,2,1,"This has to be the worst company in the UK. The service is like something you would get in adeveloping country.There is virtually no service. Why someone can't give them a serious run for their money I do not know.I am going to complain to Ofcom. Waited 2 weeks for an engineer to come receoiving no signal and when he came he stood on the front door, told us he couldn't come in and left.We had explained the problem on the initial call and they knew they would have to get on the roof to fix the dish but at no time did anyone mention they couldn't enter the house.What a Mickey Mouse company."
Steven Ashforth,17,1,"Want to downgrade my package, however when I click it then the page has expired. I want to call the about this and the wait time in 20 minutes. No options for a call back at a quieter time or anything!"
Taskin,7,1,
Amy Marsh,5,1,Been with sky for over 10 years decided to switch to sky Q what a mistake. It is horrendous constant cutting out. Does not load. Freezes. Can not wait for contract to end. And switch too Virgin.
DM,8,1,"Having been a Sky Customer until 3 years ago (moved to Virgin) after Sky were offering better deals for their new customers than existing and had no concept of loyal customers; I attempted to get a new package as my Virginmedia price has increased. This package was good deal for an 18 month contract and via Top Cashback it had £130.00 cashback deal.  This deal ends tonight.Trying to process the request has not been possible as Sky still hold my old account details and wanted me to log in using details that I no longer have. Rang the contact centre absolute JOKE, 30 min wait asked why they still have my husbands details and that I want to create a new account in my name.  Transferred to new business - queued for 20 mins turns out they were shut, rang back had the same performance by which time it was 19.40 person I spoke to wanted to speak to my husband to confirm account info didn't understand that we shouldn't have an account. Finally caved in and my husband spoke to him to confirm what I had already stated. Asked for a supervisor as the deal ends tonight refused to get me one, said his back office team said the supervisor would only say what he had said. Having been a contact centre Manager this is something that I would not have allowed any member of my team to say.  I appreciate it was nearly the end of his shift but not my problem I had been trying to sort this for over an hour.I will now speak to the ICO as Sky in my opinion are in breach of the GDPR regulations by keeping my data when it is no longer required.I will also log a formal complaint with Sky and submit a DSAR. Regardless of the outcome I will not return to Sky, its my hard earned money and I'm not willing to part with nearly £2000 over 18 months."
Ziad Ghandour,19,1,"absolutely herrendous service. We switched to Q as supposed to be the newest latest and greatest. what a nightmare. Everyday we get all sorts of problems with connectivity, the boxes seeing each other etc. what a miserable service . the fact that no one from this company is bothering to address thier mounting pathetic service should be an indication of how they value us... thier VIP clients! been with them for years, but never seen it so bad"
Alan Worth,1,1,"sky tv, absolutely pathetic, will not connect our sky tv up after moving house because the engineer would have to walk through a lean to utilty room to reach the ariel. Despite having had a gas engineer and boiler repair man working inside the house in the past week  sky engineers are too delicate and precious to even walk through what is effectively an outdoor area with a roof. They expect us to wait until March or April while still charging us, no chance, Virgin media here we come"
Scott s,3,1,Shame I have to click 1 star but no lower choice
Mr Finch,7,1,"Sky quite simply have not got a clue when it comes to their ""sales team"". We have now wasted another day waiting for an install to be told it will not happen until after lockdown (happy to take my money of course). We are going back to Virgin and cancelling with this cowboy operation. Anyone looking to Join Sky think twice as the sales rt=team are incompetent to the point of breaking GDPR rules, would not honour packages promised and now waited 3 day of my life. They should not take any more contract on until lockdown has finished as they cannot honour them. useless, useless, useless..............."
Bailey Walton,2,1,Every single day I work from home the wifi will cut out atleast once The sudden disconnection effects every device in my house AVOID
Jaswinder,44,4,"We've had Sky for more years than I can remember and the customer service on the phone has been efficient, even if you need to press them for issues to be resolved. We've been able to amend/remove products as and when we needed once we get out of contract. Not much flexibility within a binding contract but so far what we have (broadband) has been working as expected. Their router doesn't deliver the strongest signal around the home despite advances in 5Ghz bandwidth so have to use extenders. TV packages although good are quite pricey (for single and multi-room) but at least they have a phone line unlike their shady counterparts NOW TV."
Scott.w,2,5,Declan is a serious asset to your company. He even called me back when he was suppose to finish 30mins earlier to get my issue sorted. Highest level of customer service given by this advisor. Massive thank you!
Customer,2,5,On Friday 22/01/21 I had Craig the sky engineer turn up to install my new sky Q box Although he was not allowed in my property because of Covid I was able to open outside doors for him to   Stay outside to see and do his bit with no danger to either of us .I had a plastic shed in the way of him reaching the sky dish. He emptied the shed and dragged away so he could do his thing to my dish and then put everything thing back in the same place . He was polite knowledgeable helpful and a credit to himself and the  company I would give him 10 stars if I could .Well done Craig and thank you .
Roy W,2,1,"I was with Sky for almost 20 years. Mostly because of apathy. I just kept paying their annual increases. Recently however, I investigated other ways of streaming and other broadband and phone options. Sky broadband gave me very poor download speeds. After hours, waiting to complain on the phone, I was told an engineer would have to call but, because I had been with Sky so lin, I was 'out of contract warranty' and would have to pay £60. So much for 20 years of customer loyalty. That was the last straw. Now, after l have left Sky, I am getting better Broadband, more choice of TV and films tuned to my liking and, all at less than half of what I was paying Sky. Sky do not care for customers. Sky increase prices annually. Sky service is abysmal if indeed you can get hold of them. Sky is only interested in profits and increasing their customer base. After they have you on the hook you just take the poor services and like it. I was so happy to dump them, get a better service and, save money. Don't go to Sky. Search around. Read more reviews, don't just take my word for it."
Steve,19,1,"Why do Sky advertise that they want to look after their VIPs (i.e. all Sky Q TV customers) yet are happy to increase prices without notice or discussion. As a long and loyal customer my bill has just gone up by £30 per month. There main interest when calling them is to sell broadband, Sky mobile and more services! Why would I want to give Sky more money when they treat me so badly.Looks like most people are unhappy with Sky. I wonder how many customer they're losing by upsetting them. When I leave a company I'm gone forever - but Sky don't seem too worried about that for now."
burbage91,4,1,"I had a monthly mobile phone plan with this useless company for the last year and was nothing but trouble since the get go.This week was the end of my contract and couldnt wait to leave. I contacted them and they said we wont cancel the contract and wont renew the agreement either and I am free to go.Days Later they delete my number, which I have had for 8 years and rely on heavily for business, and can never get it back.They then claim they couldn't locate the calI had had with them prior to this. They need to be investigated and this affected my livelihood and cost me money in other aspects now!"
Ashleigh,1,1,"I would give a 0 if possible! WiFi connection is horrific with very poor download speeds. Endless emails with no response, finally got through to somebody after a many attempts and long wait times to actually upgrade our so called VIP package for better speeds. 7 days on, speed is actually slower and no one to speak to about this, you’ll still take our money every month and have the absolute nerve to charge an administration fee just to get an extra kick in. SHAME ON YOU AND YOUR RUBBISH SERVICE SKY!!! Complaint to Ombudsman is the only action left for me."
Customer,2,1,"Every time I call Sky, I am told I am a Sky VIP customer, there is no VIP in it, it simply means I have wasted too much money on Sky!Having had problems with Broadband for over 40 days with internet kept dropping off or stopped working fully, I spent about 15hours on the calls to Sky (at least 10hours waiting on the line), now still I am paying for the not working broadband without any compensation!Sky customer service promises to phone back to follow up the issues, NEVER did! Sky promises to feedback on the complaints, NEVER DID!Sky customer service said, home broadband is not designed for the purpose of working from home, as long as the service is fixed within 30days, Sky is not breaching the contract and I have to pay for early cancellation! They don’t care at all how many of your work calls, meeting are cut off! Now the issues are not fixed for over 40 days, I was told last week that I was eligible for free cancellation, today Sky says, oh, we need to count the days differently because the issues you reported are not on our notes! Sky takes no social responsibilities at all and doesn’t care about customers. There is no shame in providing such low quality service. They simply keep the phone queues 30min-60min long and hope you give up on calling. They don’t allow you to cancel, so you must continue to pay your monthly bills even it’s not working! I have called them 3-4 times, there has been no compensation.Sky uses cancellation fee to hold on to customers and make extra income.Shameful company!Don’t use them!"
Steve,4,1,Been on hold for 50mins!! Not the best way to welcome potential new customers is it. Never again!
Annamae,1,4,"Very good internet, im very happy."
Michael Bower,1,1,"Terrible i cancelled my sky wifi ss changed to someone else,when i rang them to cancel i found they owed me 27.00 they paid me back fine.But then 2 weeks later sky take 93.50 out of my account on my bank account it says sky subscription so i ring to tell them if i cancelled never rang for this and the man on phone couldnt understand me,said i had no registered account with sky,i argued with the man on the phone and he agreed to give the refund,i ring back up today to see where my refund is  a woman answers who cant understand me says they know nothing about any refund being authorised says she cant find the details but shes sure itll be finw and go in i understand your job might be hard but how can you not know you owe someone 93.50."
Pamela Amos,2,5,"I agree with most people on how difficult it is to speak to anyone at Sky but must give credit to Sam who today came to install Sky Q. Though not allowed inside he managed the difficult situation admirably, with clear instructions in everyday language of what we had to do.  Very impressed with his professional, knowledgable and friendly attitude. A real credit to Sky."
Fleur Cowgill,2,1,"Called Sky to try and find a way to save money off my bill - I knew I was in contract until Oct 2021 but times are tight. I wanted to ask what the penalty would be for cancelling Sky sport. The first thing the agent offered me was a free Sky Q box and mini box for multi screen. This would cost me an additional £10! I explained that wasn't the point! Besides which I only have one television. I then discovered that if I took the offer I would be locked in to another 18 month contract. The conversation took 34 minutes of my life that I will never get back and the dialogue was a litany of offers and costs that were really hard to follow - I felt the guy was trying to bamboozle me and blind me with science. The end result is that nothing has changed, other than my opinion of Sky who, previously, I had held in quite high-esteem. All the guy needed to say to me was 'I'm really sorry, your contract runs until October and there is no way I can save you any money'. The agent should not have seen my call as a sales opportunity, but a genuine call to see what help I could get. If the rules say you can't give me any, just tell me."
gary Hammill,2,1,Avoid sky broadband all together. Internet is shocking and you just get fobbed off everytime you phone to get it sorted. Il be glad when my contract is up so I can switch. The routers are rubbish can hardly get signal in other rooms and I’m supposed to be on 80 meg but can’t play online gaming without lagging. Don’t make the same mistake I have. AVOID and go elsewhere.
Tommy Stranack,4,1,"I would recommend everyone avoids buying anything from Sky Mobile. Long story short, had an issue with an iPad purchased from Sky which has been ongoing for nearly 4 months resulting in Sky having the iPad for nearly 2 months. Sky are full of broken promises. They never honour anything they say they will do and even lie to the ombudsman, CISAS, who by the way are completely useless as they have no jurisdiction to enforce anything. Avoid Sky at all costs. Take your custom elsewhere."
David Micklewright,6,1,"Miss sold a mobile phone and no resolve even though they state all calls are recorded.  Absolute shocking service.  Hiding behind Covid not answering calls, everyone else is working, why blame Covid for having to hold hours for calls to be answered.  Customer for 20+ years but doubt I will stay with them."
Sara,2,5,I would highly recommend sky engineer name Tajinder anytime. He cam to install my sky Q boxes. Due to Covid lockdown restrictions he could t come in my property to install but he was very helpful and polite. Was also very patient with me when I was struggling to fix the wires. I would highly recommend him to anyone anytime.Thank you Tajinder.
Richard Collings,3,1,I’ve been on the phone to them for over 2 hours about 3 appointments they did not show for. No broadband for over 1 month. Absolute joke. They’ve gone from brilliant to the worse company I’ve ever dealt with. Each person they lose is a lifetime of sales. Do the math. I’m leaving for good if I ever get through!
James Ross,6,1,"You guys are going to go bankrupt. Worst service, terrible prices. Glad I changed."
David Donnelly,25,1,"I  had no problem with Sky until they sent my renewal at £42 or a new contract at £35. I replied to the email asking for the new contract, but heard nothing. I tried to contact them to no avail, so I looked on the internet and found Plusnet and Now, who would do the same deal for £18 a month. Tried to contact Sky to negotiate, again to no avail. I decided to go with one of the others, but when I looked them up on Trustpilot, the reviews were diabolical. I tried Sky again, spending several hours and using every trick I learned over 40 years as an investigator.Not a crack in the defences, so I decided that if I was going to suffer lousy customer service anyway it would be better to pay £18 for it'.'Luckily""  I was led to EE who did the deal for £27. I would not have switched for £7. I will not do business with people I cannot speak to"
